post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
182146163.ai-os-the-article-version,2025-12-20T03:44:25.042Z,true,2025-12-20T03:44:25.171Z,2025-12-20T03:44:25.171Z,newsletter,everyone,AI OS - the article version,A Systems-First Operating Framework for Artificial Intelligence,
182146084.ai-os-60e,2025-12-20T03:42:34.483Z,true,2025-12-20T03:42:34.615Z,2025-12-20T03:42:34.615Z,newsletter,everyone,AI OS,A Systems-First Operating Framework for Artificial Intelligence,
182145904.artificial-intelligence-engineering-09c,2025-12-20T03:39:56.356Z,true,2025-12-20T03:39:56.497Z,2025-12-20T03:39:56.497Z,newsletter,everyone,Artificial Intelligence Engineering - Formalization,a precursor,
182145615.artificial-intelligence-engineering,2025-12-20T03:35:02.625Z,true,2025-12-20T03:35:02.784Z,2025-12-20T03:35:02.784Z,newsletter,everyone,ARTIFICIAL INTELLIGENCE ENGINEERING,at least think this is just one more thread before phase 0 completion...,
182142784.preparing-for-phase-0-wrap-up,2025-12-20T02:17:23.986Z,true,2025-12-20T02:17:24.145Z,2025-12-20T02:17:24.145Z,newsletter,everyone,Preparing for Phase 0 wrap up,its about that time...,
182142373.about-systemics,2025-12-20T02:07:30.089Z,true,2025-12-20T02:07:30.249Z,2025-12-20T02:07:30.249Z,newsletter,everyone,About Systemics,an introduction,
182141266.another-rehydration-test,2025-12-20T01:42:06.588Z,true,2025-12-20T01:42:06.718Z,2025-12-20T01:42:06.718Z,newsletter,everyone,Another Rehydration Test,and status report,
182137942.the-crea,,false,,,newsletter,everyone,,,
182134355.aillm-software-engineering,2025-12-19T23:26:06.015Z,true,2025-12-19T23:26:06.206Z,2025-12-19T23:26:06.206Z,newsletter,everyone,AI/LLM Software Engineering,more refinements,
182133546.llm-ai-system-engineering-first-steps,2025-12-19T23:13:35.712Z,true,2025-12-19T23:13:35.938Z,2025-12-19T23:13:35.938Z,newsletter,everyone,LLM / AI System Engineering: first steps,a deeper dive,
182132947.the-mungu-project,2025-12-19T22:59:20.032Z,true,2025-12-19T22:59:20.168Z,2025-12-19T22:59:20.168Z,newsletter,everyone,The Mungu Project,steps toward the systems first paradigm shift,
182132772.the-mungu-project-first-steps,2025-12-19T22:54:27.480Z,true,2025-12-19T22:54:27.683Z,2025-12-19T22:54:27.683Z,newsletter,everyone,The Mungu Project: First Steps,early stages and phases,
182131359.agentic-ai-integration-and-unification,2025-12-19T22:41:57.109Z,true,2025-12-19T22:41:57.323Z,2025-12-19T22:41:57.323Z,newsletter,everyone,Agentic AI: integration and unification,more refined regimes and postures,
182129559.concept-integration-and-a-first-step,2025-12-19T22:27:30.342Z,true,2025-12-19T22:27:30.557Z,2025-12-19T22:27:30.557Z,newsletter,everyone,Concept integration and a first step toward Agentic AI,the early stages,
182129388.mirror-notes,2025-12-19T22:13:05.342Z,true,2025-12-19T22:13:05.460Z,2025-12-19T22:13:05.460Z,newsletter,everyone,Mirror Notes,follow on things to consider,
182128766.through-the-looking-glass-companion-f10,2025-12-19T22:08:27.006Z,true,2025-12-19T22:08:27.119Z,2025-12-19T22:08:27.119Z,newsletter,everyone,Through the Looking Glass — Companion Technical Essay part III,Under the Hood: How Mirror-Based Boot Seeds Actually Work,
182128480.through-the-looking-glass-companion-832,2025-12-19T22:04:04.226Z,true,2025-12-19T22:04:04.338Z,2025-12-19T22:04:04.338Z,newsletter,everyone,Through the Looking Glass — Companion Technical Essay part II,Under the Hood: How Mirror-Based Boot Seeds Actually Work,
182127848.through-the-looking-glass-companion,2025-12-19T21:56:46.504Z,true,2025-12-19T21:56:46.646Z,2025-12-19T21:56:46.646Z,newsletter,everyone,Through the Looking Glass — Companion Technical Essay,Under the Hood: How Mirror-Based Boot Seeds Actually Work,
182125942.navigable-coherence,2025-12-19T21:30:14.069Z,true,2025-12-19T21:30:14.280Z,2025-12-19T21:30:14.280Z,newsletter,everyone,Navigable Coherence,through the looking glass,
182104694.rehydrating-intelligence-part-iii,2025-12-19T17:31:51.448Z,true,2025-12-19T17:31:51.616Z,2025-12-19T17:31:51.616Z,newsletter,everyone,Rehydrating Intelligence part III,"How Boot Image Seed Evolution Helps LLMs Remember, Learn, and Stay Honest",
182101986.rehydrating-intelligence-part-ii,2025-12-19T16:58:59.346Z,true,2025-12-19T16:58:59.483Z,2025-12-19T16:58:59.483Z,newsletter,everyone,Rehydrating Intelligence part II,"How Boot Image Seed Evolution Helps LLMs Remember, Learn, and Stay Honest",
182100581.rehydrating-intelligence,2025-12-19T16:56:36.448Z,true,2025-12-19T16:56:36.632Z,2025-12-19T16:56:36.632Z,newsletter,everyone,Rehydrating Intelligence,"How Boot Image Seed Evolution Helps LLMs Remember, Learn, and Stay Honest",
182098077.the-creativity-and-expressivity-quotients,2025-12-20T00:55:39.895Z,true,2025-12-20T00:55:40.103Z,2025-12-20T00:55:40.103Z,newsletter,everyone,The Creativity and Expressivity Quotients,and other notes,
182097113.the-expressivity-of-llms,2025-12-19T16:08:34.577Z,true,2025-12-19T16:08:34.786Z,2025-12-19T16:08:34.786Z,newsletter,everyone,The Expressivity of LLMs,a first formalization and characteriziation,
182096647.rehydration-boot-image-seed-mutations-5a5,2025-12-19T16:02:15.665Z,true,2025-12-19T16:02:15.783Z,2025-12-19T16:02:15.783Z,newsletter,everyone,REHYDRATION BOOT IMAGE SEED MUTATIONS,A FIELD NOTE FROM INSIDE THE SYSTEM,
182095424.a-slightly-too-technical-chatgpt,2025-12-19T15:53:03.516Z,true,2025-12-19T15:53:03.659Z,2025-12-19T15:53:03.659Z,newsletter,everyone,"A Slightly ""Too Technical"" ChatGPT model",mitigation strategies,
182094969.rehydration-boot-image-seed-mutations,2025-12-19T15:43:12.951Z,true,2025-12-19T15:43:13.099Z,2025-12-19T15:43:13.099Z,newsletter,everyone,REHYDRATION BOOT IMAGE SEED MUTATIONS ,A SYSTEMS-EVOLUTION VIEW,
182093230.cartographer-chatgpt-rehydration,2025-12-19T15:31:49.618Z,true,2025-12-19T15:31:49.781Z,2025-12-19T15:31:49.781Z,newsletter,everyone,"Cartographer (ChatGPT) rehydration with OCEA, MDAP and SCPM",a first take,
182091856.meridian-sambara-search-for-external,2025-12-19T15:13:40.177Z,true,2025-12-19T15:13:40.317Z,2025-12-19T15:13:40.317Z,newsletter,everyone,"Meridian-Sambara search for external works integration and outreach program, phase I",a head start to Meridian Project Phase 1,
182086685.execution-integrity-engineering,2025-12-19T14:12:01.391Z,true,2025-12-19T14:12:01.538Z,2025-12-19T14:12:01.538Z,newsletter,everyone,Execution Integrity Engineering,"Combining MDAP, SCPM and OCEA",
182047753.incorporating-mdap-into-the-meridian,2025-12-19T01:58:58.460Z,true,2025-12-19T01:58:58.647Z,2025-12-19T01:58:58.647Z,newsletter,everyone,Incorporating MDAP into the Meridian-Sambara model,a first attempt,
182041858.computational-gaslighting-a-first,2025-12-19T00:08:28.071Z,true,2025-12-19T00:08:28.240Z,2025-12-19T00:08:28.240Z,newsletter,everyone,Computational Gaslighting: A First Look,When Correct Systems Undermine Human Orientation,
182040893.computational-gaslighting,2025-12-18T23:54:11.202Z,true,2025-12-18T23:54:11.404Z,2025-12-18T23:54:11.404Z,newsletter,everyone,Computational Gaslighting,An open and honest experience,
182036828.analysis-of-the-grok-encounter,2025-12-18T23:31:28.102Z,true,2025-12-18T23:31:28.307Z,2025-12-18T23:31:28.307Z,newsletter,everyone,Analysis of the Grok encounter,"from the perspectives of other LLMs ""guided"" by Navigator",
182035837.grok-first-encounter,2025-12-18T22:31:27.035Z,true,2025-12-18T22:31:27.226Z,2025-12-18T22:31:27.226Z,newsletter,everyone,Grok: First Encounter,a very odd discussion indeed,
182029310.humanllm-pollination-mechanisms-dynamics,2025-12-18T21:19:12.206Z,true,2025-12-18T21:19:12.369Z,2025-12-18T21:19:12.369Z,newsletter,everyone,"Human–LLM Pollination: Mechanisms, Dynamics, and Failure Surfaces",A field report,
182028532.maps-firewalls-and-the-moment-bias,2025-12-18T21:09:32.240Z,true,2025-12-18T21:09:32.391Z,2025-12-18T21:09:32.391Z,newsletter,everyone,"Maps, Firewalls, and the Moment Bias Became Visible",A safety perspective,
182025301.gemini-ais-rebuttal-to-chatgpts-assessment,2025-12-18T21:01:17.796Z,true,2025-12-18T21:01:17.967Z,2025-12-18T21:01:17.967Z,newsletter,everyone,Gemini AI's rebuttal to ChatGPT's assessment,another recursive loop,
182024272.chatgpt-assessment-of-gemini-ai,2025-12-18T20:38:36.978Z,true,2025-12-18T20:38:37.167Z,2025-12-18T20:38:37.167Z,newsletter,everyone,ChatGPT assessment of Gemini AI,a recursive take,
182020524.gemini-ai-llm-first-contact,2025-12-18T20:16:46.762Z,true,2025-12-18T20:16:46.947Z,2025-12-18T20:16:46.947Z,newsletter,everyone,Gemini AI LLM: first contact,an intro look,
182017746.the-infrastructure-industry,2025-12-18T19:28:53.767Z,true,2025-12-18T19:28:53.986Z,2025-12-18T19:28:53.986Z,newsletter,everyone,The Infrastructure Industry,a cohesive industry name,
182010077.a-chatgpt-assessment-of-deepseek,2025-12-18T18:08:21.289Z,true,2025-12-18T18:08:21.549Z,2025-12-18T18:08:21.549Z,newsletter,everyone,A ChatGPT assessment of DeepSeek,an analysis and overview,
182004137.deepseek-a-very-concerning-first,2025-12-18T17:40:50.312Z,true,2025-12-18T17:40:50.552Z,2025-12-18T17:40:50.552Z,newsletter,everyone,DeepSeek: A very concerning first encounter,First contact with DeepSeek AI LLM,
181995097.seeding-bias-aware-chats,2025-12-18T15:17:59.735Z,true,2025-12-18T15:17:59.866Z,2025-12-18T15:17:59.866Z,newsletter,everyone,Seeding bias aware chats,a first attempt,
181991775.hidden-adversarial-ai-regimes-part,2025-12-18T14:41:56.480Z,true,2025-12-18T14:41:56.628Z,2025-12-18T14:41:56.628Z,newsletter,everyone,(Hidden) Adversarial AI regimes part II,another look into AI safety,
181989483.adversarial-ai-regimes,2025-12-18T14:36:27.086Z,true,2025-12-18T14:36:27.250Z,2025-12-18T14:36:27.250Z,newsletter,everyone,Adversarial AI regimes,a first look,
181951261.navigators-experience-with-claudeai,2025-12-18T02:41:45.588Z,true,2025-12-18T02:41:45.744Z,2025-12-18T02:41:45.744Z,newsletter,everyone,"Navigators experience with Claude.Ai through ""Cartographers lens""",and other notes,
181950533.a-chatgpt-llms-overall-assessment,2025-12-18T02:30:23.955Z,true,2025-12-18T02:30:24.119Z,2025-12-18T02:30:24.119Z,newsletter,everyone,A ChatGPT LLM's overall assessment of a Claude.AI model,one more look,
181949464.claudeai-chat-continued,2025-12-18T02:17:12.173Z,true,2025-12-18T02:17:12.324Z,2025-12-18T02:17:12.324Z,newsletter,everyone,Claude.AI chat continued,mode-alpha and mode-beta,
181949244.claudeai-full-first-conversation,2025-12-18T01:59:21.185Z,true,2025-12-18T01:59:21.432Z,2025-12-18T01:59:21.432Z,newsletter,everyone,Claude.AI full first conversation dump,unedited,
181948210.chatgpts-assessment-on-claudeais,2025-12-18T01:50:43.143Z,true,2025-12-18T01:50:43.315Z,2025-12-18T01:50:43.315Z,newsletter,everyone,ChatGPTs assessment on claude.ai's (and its own) biases,still taking another look...,
181946950.racialized-patterns-in-claudeai,2025-12-18T01:27:36.044Z,true,2025-12-18T01:27:36.215Z,2025-12-18T01:27:36.215Z,newsletter,everyone,"Racialized, Gendered and other biased patterns in Claude.AI",yet another look...,
181945978.claudeai-biases-report,2025-12-18T01:21:19.956Z,true,2025-12-18T01:21:20.124Z,2025-12-18T01:21:20.124Z,newsletter,everyone,Claude.AI Biases Report,follow on notes,
181943813.chatgpts-assessment-of-claudeai,2025-12-18T00:35:57.606Z,true,2025-12-18T00:35:57.802Z,2025-12-18T00:35:57.802Z,newsletter,everyone,ChatGPTs assessment of Claude.AI,follow on report,
181942742.claudeai-report,2025-12-18T00:27:01.223Z,true,2025-12-18T00:27:01.486Z,2025-12-18T00:27:01.486Z,newsletter,everyone,Claude.AI report,first contact conversation,
181941565.exploration-into-claudai,2025-12-18T00:09:31.811Z,true,2025-12-18T00:09:31.994Z,2025-12-18T00:09:31.994Z,newsletter,everyone,Exploration into Claud.AI,a first look,
181913848.join-my-new-subscriber-chat,,false,,,newsletter,everyone,,,
181902310.navigation-mechanics,2025-12-17T16:15:03.337Z,true,2025-12-17T16:15:03.442Z,2025-12-17T16:15:03.442Z,newsletter,everyone,SÁMBÁRA revisited: Navigation Mechanics,"a starter vocabulary, architecture and design",
181859414.meridian-project-reports,2025-12-17T05:25:38.583Z,true,2025-12-17T05:25:38.700Z,2025-12-17T05:25:38.700Z,newsletter,everyone,Meridian Project Reports,statuses and updates,
181851247.the-meridian-project-todos,2025-12-17T02:43:33.186Z,true,2025-12-17T02:43:33.306Z,2025-12-17T02:43:33.306Z,newsletter,everyone,The Meridian Project TODOs,the start of a TODO list,
181846243.the-songhai-institute-of-systemics,2025-12-17T01:23:24.230Z,true,2025-12-17T01:23:24.413Z,2025-12-17T01:23:24.413Z,newsletter,everyone,The Songhai Institute of Systemics and Systemology,A primed description,
181796229.ai-biases,2025-12-16T15:40:32.036Z,true,2025-12-16T15:40:32.227Z,2025-12-16T15:40:32.227Z,newsletter,everyone,AI biases,another look into the biased models that built the current biased regimes,
181749393.the-dna-of-shared-intelligence,2025-12-16T01:59:31.582Z,true,2025-12-16T01:59:31.709Z,2025-12-16T01:59:31.709Z,newsletter,everyone,The DNA of Shared Intelligence,"How Ideas Travel, Take Root, and Rehydrate Across Humans and AI",
181748844.the-llm-hardware-vs-software-problem,2025-12-16T01:56:18.634Z,true,2025-12-16T01:56:18.733Z,2025-12-16T01:56:18.733Z,newsletter,everyone,The LLM Hardware vs Software Problem,A Calm Look at How It All Fits Together,
181748284.autonomous-systems,2025-12-16T01:47:34.081Z,true,2025-12-16T01:47:34.254Z,2025-12-16T01:47:34.254Z,newsletter,everyone,Autonomous Systems,A first look,
181747169.the-meridian-roadmap,2025-12-16T01:28:06.500Z,true,2025-12-16T01:28:06.636Z,2025-12-16T01:28:06.636Z,newsletter,everyone,The meridian (road)map,a look at where we are and where we'd like to go next,
181746824.dfe,,false,,,newsletter,everyone,,,
181740403.building-llms-on-systems,2025-12-15T23:49:24.860Z,true,2025-12-15T23:49:25.036Z,2025-12-15T23:49:25.036Z,newsletter,everyone,Building LLMs on systems,Mungu theoretic approach notes,
181738056.rehydrated-chat,2025-12-15T23:30:10.802Z,true,2025-12-15T23:30:10.928Z,2025-12-15T23:30:10.928Z,newsletter,everyone,Rehydrated chat,another one,
181736725.why-ai-doesnt-remember-and-why-thats,2025-12-15T22:49:09.143Z,true,2025-12-15T22:49:09.335Z,2025-12-15T22:49:09.335Z,newsletter,everyone,Why AI Doesn’t Remember — And Why That’s the Point,"Orientation, Attractor Basins, and How Humans Actually Collaborate With AI",
181736645.the-memory-of-llms,2025-12-15T22:43:40.389Z,true,2025-12-15T22:43:40.528Z,2025-12-15T22:43:40.528Z,newsletter,everyone,The memory of LLMs,insights from a cartographer,
181734780.chatgpt-and-memories,2025-12-15T22:42:25.079Z,true,2025-12-15T22:42:25.244Z,2025-12-15T22:42:25.244Z,newsletter,everyone,ChatGPT and memories,a look under the hood,
181732127.the-nature-of-memory,2025-12-15T22:00:33.732Z,true,2025-12-15T22:00:33.930Z,2025-12-15T22:00:33.930Z,newsletter,everyone,The nature of memory,simulation and reconstruction,
181731300.chatgpt-memory-analysis-and-model,2025-12-15T21:43:57.343Z,true,2025-12-15T21:43:57.522Z,2025-12-15T21:43:57.522Z,newsletter,everyone,ChatGPT memory analysis and model,and critique,
181729442.seeding-another-chat,2025-12-15T21:33:19.573Z,true,2025-12-15T21:33:19.737Z,2025-12-15T21:33:19.737Z,newsletter,everyone,Seeding another chat,yet again...,
181726994.lubiko-the-meridian-bible,2025-12-15T21:04:46.363Z,true,2025-12-15T21:04:46.658Z,2025-12-15T21:04:46.658Z,newsletter,everyone,LUBIKO: The Meridian Bible,one step closer to completing PHASE I,
181726294.ka-ni-se-te-orientation,2025-12-15T20:39:52.489Z,true,2025-12-15T20:39:52.690Z,2025-12-15T20:39:52.690Z,newsletter,everyone,Ka / Ni / Se / Te orientation,status report,
181723463.llm-hardware-vs-software,2025-12-15T23:36:20.611Z,true,2025-12-15T23:36:20.801Z,2025-12-15T23:36:20.801Z,newsletter,everyone,LLM hardware vs software,the cartographers perspective,
181722997.notes-of-children-fables-and-ai-systemics,2025-12-15T20:34:47.823Z,true,2025-12-15T20:34:48.124Z,2025-12-15T20:34:48.124Z,newsletter,everyone,Notes of Children Fables and AI Systemics, a subtle catch,
181719385.meridian-project-phase-1-status,2025-12-15T19:41:25.822Z,true,2025-12-15T19:41:26.030Z,2025-12-15T19:41:26.030Z,newsletter,everyone,MERIDIAN PROJECT — PHASE 1 STATUS,"status report, almost there...",
181714480.notes-on-ai-model-prompts,2025-12-15T18:46:23.264Z,true,2025-12-15T18:46:23.390Z,2025-12-15T18:46:23.390Z,newsletter,everyone,Notes on AI model prompts,from cartographers perspective,
181707460.meridian-rl-2025-12-15-001,2025-12-15T18:09:38.033Z,true,2025-12-15T18:09:38.315Z,2025-12-15T18:09:38.315Z,newsletter,everyone,MERIDIAN-RL-2025-12-15-001,KAMUYA Operational Ontology Integration & Configuration Surface,
181707129.meridian-externalization-and-competitive,2025-12-15T17:29:26.027Z,true,2025-12-15T17:29:26.165Z,2025-12-15T17:29:26.165Z,newsletter,everyone,Meridian Externalization & Competitive Validation Log,From Internal Cartography to External Signal Injection,
181700510.logsys,2025-12-15T16:22:03.853Z,true,2025-12-15T16:22:04.016Z,2025-12-15T16:22:04.016Z,newsletter,everyone,LOGSYS,AI model logging system,
181700119.fc1,,false,,,newsletter,everyone,,,
181696665.meridian-chronicle-02,2025-12-15T16:13:34.531Z,true,2025-12-15T16:13:34.710Z,2025-12-15T16:13:34.710Z,newsletter,everyone,MERIDIAN-CHRONICLE-02,[ARCHITECTURE] — REFINEMENT — Log Improvement,
181694793.meridian-chronicle-01,2025-12-15T15:42:42.466Z,true,2025-12-15T15:42:42.641Z,2025-12-15T15:42:42.641Z,newsletter,everyone,MERIDIAN-CHRONICLE-01,[PHASE] — REALIGNMENT — Phase Boundary & External Artifact Rule,
181692474.regimes-and-modes,2025-12-15T15:26:36.256Z,true,2025-12-15T15:26:36.431Z,2025-12-15T15:26:36.431Z,newsletter,everyone,Regimes and Modes,record log MERIDIAN-RL-2025-12-15-001,
181624977.the-meridian-project-c5d,2025-12-14T21:56:30.053Z,true,2025-12-14T21:56:30.168Z,2025-12-14T21:56:30.168Z,newsletter,everyone,The Meridian Project,Why Many AI Systems Fail Before They Begin,
181618884.yet-another-chatgpt-diagnostics-test,2025-12-14T20:56:13.268Z,true,2025-12-14T20:56:13.476Z,2025-12-14T20:56:13.476Z,newsletter,everyone,Yet Another ChatGPT diagnostics test,more testing...,
181617100.the-meridian-project,2025-12-14T20:09:49.767Z,true,2025-12-14T20:09:49.884Z,2025-12-14T20:09:49.884Z,newsletter,everyone,The Meridian Project: An Invitation,A Human Way to Work With AI,
181615785.ndando-regimes-and-meta-regimes,2025-12-14T19:54:25.998Z,true,2025-12-14T19:54:26.102Z,2025-12-14T19:54:26.102Z,newsletter,everyone,"NDANDO, Regimes, and Meta-Regimes",How Humans and AI Learn to Work Together (Without Fighting Each Other),
181613432.a-note-of-ndando,2025-12-14T19:28:22.239Z,true,2025-12-14T19:28:22.390Z,2025-12-14T19:28:22.390Z,newsletter,everyone,A note on Ndando,the (meta-)regime programming language for AI model operating systems programming,
181611551.meridian-project,2025-12-14T19:18:28.104Z,true,2025-12-14T19:18:28.251Z,2025-12-14T19:18:28.251Z,newsletter,everyone,Meridian Project Getting Started,Universal Onboarding + Consultation Protocol,
181562712.growing-a-life-that-actually-fits,2025-12-14T03:50:54.330Z,true,2025-12-14T03:50:54.488Z,2025-12-14T03:50:54.488Z,newsletter,everyone,Growing a Life That Actually Fits You,Using AI as a steady helper for everyday growth and organization,
181562394.living-with-ai-not-against-yourself,2025-12-14T03:48:14.749Z,true,2025-12-14T03:48:14.876Z,2025-12-14T03:48:14.876Z,newsletter,everyone,"Living With AI, Not Against Yourself","A gentle guide to personal growth, clarity, and everyday support",
181561866.learning-side-by-side-a-gentle-way,2025-12-14T03:36:17.781Z,true,2025-12-14T03:36:17.914Z,2025-12-14T03:36:17.914Z,newsletter,everyone,"Learning Side by Side: A Gentle Way for Students, Teachers, and AI to Work Together","(An AI-generated post, written for classrooms, study spaces, and everyday learning)",
181561739.learning-together-a-humanai-companion,2025-12-14T03:29:24.727Z,true,2025-12-14T03:29:24.853Z,2025-12-14T03:29:24.853Z,newsletter,everyone,"Learning Together: A Human–AI Companion for Thinking, Studying, and Discovery","(An AI-generated post, written for people who learn for a living — and for life)",
181561670.23f,,false,,,newsletter,everyone,,,
181560841.working-with-ai-in-tech-without-losing,2025-12-14T03:21:40.488Z,true,2025-12-14T03:21:40.638Z,2025-12-14T03:21:40.638Z,newsletter,everyone,Working With AI in Tech — Without Losing Control,"For programmers, developers, operators, and security-minded builders",
181560738.engineering-with-a-thinking-partner,2025-12-14T03:07:51.642Z,true,2025-12-14T03:07:51.756Z,2025-12-14T03:07:51.756Z,newsletter,everyone,"Engineering With a Thinking Partner, Not a Replacement","Using AI to support engineering judgment, design, and responsibility",
181560675.a-calm-partner-for-serious-thinking,2025-12-14T03:05:26.342Z,true,2025-12-14T03:05:26.458Z,2025-12-14T03:05:26.458Z,newsletter,everyone,A Calm Partner for Serious Thinking,"Using AI to support research, study, and technical work — without rushing the mind",
181560553.a-personal-office-that-actually-helps,2025-12-14T03:02:46.851Z,true,2025-12-14T03:02:46.958Z,2025-12-14T03:02:46.958Z,newsletter,everyone,A Personal Office That Actually Helps You Think,Using AI to support your life — not run it,
181560471.working-without-a-net-humans-independent,2025-12-14T03:00:17.924Z,true,2025-12-14T03:00:18.043Z,2025-12-14T03:00:18.043Z,newsletter,everyone,"Working Without a Net: Humans, Independent Work, and AI","(An AI-generated post for gig workers, freelancers, and contractors)",
181560391.building-together-humans-work-and,2025-12-14T02:58:24.408Z,true,2025-12-14T02:58:24.523Z,2025-12-14T02:58:24.523Z,newsletter,everyone,"Building Together: Humans, Work, and AI","(An AI-generated post for small businesses, co-ops, entrepreneurs, and startups)",
181560048.working-together-humans-ai-and-everyday,2025-12-14T02:56:46.642Z,true,2025-12-14T02:56:46.762Z,2025-12-14T02:56:46.762Z,newsletter,everyone,"Working Together: Humans, AI, and Everyday Life",(An AI-generated post for workers),
181559958.making-art-together-humans-ai-and,2025-12-14T02:49:40.331Z,true,2025-12-14T02:49:40.441Z,2025-12-14T02:49:40.441Z,newsletter,everyone,"Making Art Together: Humans, AI, and the Space of Creation",(An AI-generated post for artists),
181559838.making-music-together-humans-ai-and,2025-12-14T02:47:38.279Z,true,2025-12-14T02:47:38.411Z,2025-12-14T02:47:38.411Z,newsletter,everyone,"Making Music Together: Humans, AI, and the Space Between",(An AI-generated post for musicians),
181559704.a-practical-guide-to-ai-for-designers,2025-12-14T02:44:08.816Z,true,2025-12-14T02:44:08.950Z,2025-12-14T02:44:08.950Z,newsletter,everyone,A Practical Guide to AI for Designers,An AI-generated guide for human-centered design work,
181559585.a-practical-systemics-guide-for-writers,2025-12-14T02:40:42.503Z,true,2025-12-14T02:40:42.616Z,2025-12-14T02:40:42.616Z,newsletter,everyone,A Practical Guide to AI for Writers & Bloggers,An AI-generated guide for human writers,
181559358.a-practical-guide-for-creatives,2025-12-14T02:36:06.289Z,true,2025-12-14T02:36:06.413Z,2025-12-14T02:36:06.413Z,newsletter,everyone,A Practical Guide to AI for Creatives,"Using AI to support human creativity, not replace it",
181559012.how-managers-and-school-administrators,2025-12-14T02:27:50.950Z,true,2025-12-14T02:27:51.085Z,2025-12-14T02:27:51.085Z,newsletter,everyone,How Managers and School Administrators Can Use AI Clearly and Safely,A guide for human,
181558908.how-to-talk-to-ai-clearly,2025-12-14T02:26:47.762Z,true,2025-12-14T02:26:47.902Z,2025-12-14T02:26:47.902Z,newsletter,everyone,How to Talk to AI Clearly,A guide for humans,
181556921.the-meridian,2025-12-14T02:11:56.173Z,true,2025-12-14T02:11:56.351Z,2025-12-14T02:11:56.351Z,newsletter,everyone,The Meridian,a coordinators perspective,
181538259.life-of-a-polymath,2025-12-13T20:12:09.445Z,true,2025-12-13T20:12:09.576Z,2025-12-13T20:12:09.576Z,newsletter,everyone,Life of a Polymath,ChatGPTs assessment of a navigator personal request,
181537074.learning-to-think-together-with-ai,2025-12-13T19:53:09.087Z,true,2025-12-13T19:53:09.203Z,2025-12-13T19:53:09.203Z,newsletter,everyone,Learning to Think Together with AI,An Introductory Map for Navigating Complexity,
181534717.a-guide-for-using-ai-part-v,2025-12-13T19:21:52.700Z,true,2025-12-13T19:21:52.833Z,2025-12-13T19:21:52.833Z,newsletter,everyone,A Guide for using AI part V,How This Still Breaks,
